,title,author,date
9987,"Trans-Pacific Partnership Is Reached, but Faces Scrutiny in Congress - The New York Times",Jackie Calmes,2015-10-05
9986,Afghan Forces Report Progress in Kunduz as Taliban Press Other Fronts - The New York Times,Alissa J. Rubin,2015-10-05
9984,"End to Rain Is in Sight, but Floods Will Persist in South Carolina - The New York Times",Richard Fausset,2015-10-05
9983,Scandal Erupts in Unregulated World of Fantasy Sports - The New York Times,Joe Drape,2015-10-05
9978,"Trans-Pacific Partnership Is Reached, but Faces Scrutiny in Congress - The New York Times",Jackie Calmes,2015-10-05
9979,Russian Soldiers Join Syria Fight - The New York Times,Andrew E. Kramer,2015-10-05
9985,U.S. General Says Afghans Requested Airstrike That Hit Kunduz Hospital - The New York Times,Matthew Rosenberg,2015-10-05
9981,Oregon Killer’s Mother Wrote of Troubled Son and Gun Rights - The New York Times,Jack Healy,2015-10-05
9982,"El Faro, Missing Ship, Has No Sign of Survivors - The New York Times",Lizette Alvarez,2015-10-05
9980,U.S. General Says Afghans Requested Airstrike That Hit Kunduz Hospital - The New York Times,Matthew Rosenberg,2015-10-05
9992,"Kevin McCarthy Withdraws From Speaker’s Race, Putting House in Chaos - The New York Times",Jennifer Steinhauer,2015-10-08
9993,"House, and a Republican Party, Divided Against Itself - The New York Times",Carl Hulse,2015-10-08
9994,"NATO, Tested by Russia in Syria, Raises Its Guard and Its Tone - The New York Times",Helene Cooper,2015-10-08
9995,"Wary of Escalation in Syria, U.S. Is Waiting Out Putin’s Moves - The New York Times",Peter Baker,2015-10-08
9997,Delays as Death-Penalty States Scramble for Execution Drugs - The New York Times,Manny Fernandez,2015-10-08
9998,"Kevin McCarthy Withdraws From Speaker’s Race, Putting House in Chaos - The New York Times",Jennifer Steinhauer,2015-10-08
9999,"House, and a Republican Party, Divided Against Itself - The New York Times",Carl Hulse,2015-10-08
10000,"NATO, Tested by Russia in Syria, Raises Its Guard and Its Tone - The New York Times",Helene Cooper,2015-10-08
10001,Russia Denies U.S. Claim That Missiles Aimed at Syria Hit Iran - The New York Times,Helene Cooper,2015-10-08
10003,Delays as Death-Penalty States Scramble for Execution Drugs - The New York Times,Manny Fernandez,2015-10-08
9996,"Svetlana Alexievich, Belarussian Voice of Survivors, Wins Nobel Prize in Literature - The New York Times",Alexandra Alter,2015-10-08
10008,A Biden Run Would Expose Foreign Policy Differences With Hillary Clinton - The New York Times,Peter Baker,2015-10-09
10007,"In ‘Steve Jobs,’ Tolerating Tech’s Unpleasant Visionaries - The New York Times",Farhad Manjoo,2015-10-09
10005,Desperate G.O.P. Appeals to Ryan on Speaker’s Job - The New York Times,David M. Herszenhorn,2015-10-09
10004,Obama Administration Ends Effort to Train Syrians to Combat ISIS - The New York Times,Michael D. Shear,2015-10-09
10006,Big Tobacco’s Staunch Friend in Washington: U.S. Chamber of Commerce - The New York Times,Danny Hakim,2015-10-09
10016,Oregon Killings Amplify Crusade of Virginia Tech Victim’s Father - The New York Times,Sheryl Gay Stolberg,2015-10-10
10015,"In California, Electric Cars Outpace Plugs, and Sparks Fly - The New York Times",Matt Richtel,2015-10-10
10014,"Spying Case Against U.S. Envoy Is Falling Apart, and Following a Pattern - The New York Times",Matt Apuzzo,2015-10-10
10017,"Explosions During Peace Rally in Ankara, Turkey’s Capital, Kill Scores - The New York Times",Ceylan Yeginsu,2015-10-10
10012,"Explosions During Peace Rally in Ankara, Turkey’s Capital, Kill Scores - The New York Times",Ceylan Yeginsu,2015-10-10
10011,"Refugees, Stuck in Grinding U.S. Process, Wait and Hope - The New York Times",Somini Sengupta,2015-10-10
10010,Suit Over Firing Exposes Strife Within Benghazi Panel - The New York Times,Noam Scheiber,2015-10-10
10009,"Spying Case Against U.S. Envoy Is Falling Apart, and Following a Pattern - The New York Times",Matt Apuzzo,2015-10-10
10013,"2 Outside Reviews Say Cleveland Officer Acted Reasonably in Shooting Tamir Rice, 12 - The New York Times",Mitch Smith,2015-10-10
10018,Clinton Emails Became the New Focus of Benghazi Inquiry - The New York Times,Eric Lipton,2015-10-11
10019,Obama Tells ‘60 Minutes’ Hillary Clinton Made Email ‘Mistake’ - The New York Times,Michael D. Shear,2015-10-11
10020,Nonprofit Masks Source of Ads Backing Rubio - The New York Times,Jonathan Martin,2015-10-11
10021,Shiites in Iraq Hailing Putin for Syria Push - The New York Times,Michael R. Gordon,2015-10-11
10030,"Leaderless Palestinian Youth, Inspired by Social Media, Drive Rise in Violence in Israel - The New York Times",Jodi Rudoren,2015-10-13
10034,Two Officers Were Shot Wisconsin Store Liable for Gun Sale - The New York Times,Erik Eckholm,2015-10-13
10033,Taliban End Takeover of Kunduz After 15 Days - The New York Times,Rod Nordland,2015-10-13
10032,Afghan ISIS Branch Makes Inroads in Battle Against Taliban - The New York Times,Mujib Mashal,2015-10-13
10031,Planned Parenthood Won’t Accept Money for Fetal Tissue - The New York Times,Tamar Lewin,2015-10-13
10029,Attacks by Palestinians Kill 3 Israelis and Wound More Than 20 - The New York Times,Isabel Kershner,2015-10-13
10035,"Malaysia Airlines Flight 17 Most Likely Hit by Russian-Made Missile, Inquiry Says - The New York Times",Nicola Clark,2015-10-13
10027,"Clayton Kershaw Shuts Down Mets, Forcing Deciding Game - The New York Times",Tim Rohan,2015-10-13
10022,Hillary Clinton Turns Up Heat on Bernie Sanders in a Sharp Debate - The New York Times,Michael Barbaro,2015-10-13
10023,"Leaderless Palestinian Youth, Inspired by Social Media, Drive Rise in Violence in Israel - The New York Times",Jodi Rudoren,2015-10-13
10028,Cubs Advance to N.L.C.S. From a Place They Never Had: Wrigley - The New York Times,Tyler Kepner,2015-10-13
10025,Afghan ISIS Branch Makes Inroads in Battle Against Taliban - The New York Times,Mujib Mashal,2015-10-13
10026,"In Courts, Running Out the Clock on Obama Immigration Plan  - The New York Times",Michael D. Shear,2015-10-13
10024,Planned Parenthood Won’t Accept Money for Fetal Tissue - The New York Times,Tamar Lewin,2015-10-13
10036,"Russian Military Uses Syria as Proving Ground, and West Takes Notice - The New York Times",Steven Lee Myers,2015-10-14
10037,"In Debate, Hillary Clinton Sent a Message to Doubters - The New York Times",Jonathan Martin,2015-10-14
10038,Fantasy Sports Said to Attract F.B.I. Scrutiny - The New York Times,Joe Drape,2015-10-14
10039,Fear of Taliban Drives Women Out of Kunduz - The New York Times,Alissa J. Rubin,2015-10-14
10040,Inquiry Into Kunduz Hospital Strike Awaits U.S. and Afghan Approval - The New York Times,Milan Schreuer,2015-10-14
10041,"Sex Ed Lesson: ‘Yes Means Yes,’ but It’s Tricky - The New York Times",Jennifer Medina,2015-10-14
10063,De Blasio Adopts a Warmer Tone Toward Bloomberg - The New York Times,Alexander Burns,2015-10-15
10053,Next Stop for Mets: The N.L.C.S. - The New York Times,Tim Rohan,2015-10-15
10052,Migrant Crisis Leads to Calls for Tighter Borders in Europe - The New York Times,Andrew Higgins,2015-10-15
10051,"The Downfall of Lamar Odom, Played Out on TV - The New York Times",Scott Cacciola,2015-10-15
10050,Even the Issues Are in Debate in 2016 Race - The New York Times,Patrick Healy,2015-10-15
10049,Voter ID Battle Shifts to Kansas - The New York Times,Julie Bosman,2015-10-15
10046,Lessons of Iraq Loom Over Obama’s Decision to Keep Troops in Afghanistan - The New York Times,Peter Baker,2015-10-15
10047,"In Reversal, Obama Says U.S. Soldiers Will Stay in Afghanistan to 2017 - The New York Times",Matthew Rosenberg,2015-10-15
10045,Conflicting Accounts of Jerusalem Strife Surround a Wounded Arab Boy - The New York Times,Isabel Kershner,2015-10-15
10044,Hillary Clinton Courts Latinos With Julián Castro’s Backing - The New York Times,Amy Chozick,2015-10-15
10043,‘Outsider’ Presidential Candidates Prove Competitive in Fund-Raising - The New York Times,Nicholas Confessore,2015-10-15
10042,Nevada Says It Will Treat Daily Fantasy Sports Sites as Gambling - The New York Times,Joe Drape,2015-10-15
10048,"In Reversal, Obama Says U.S. Soldiers Will Stay in Afghanistan to 2017 - The New York Times",Matthew Rosenberg,2015-10-15
10062,Coal Baron’s Trial May Hinge on His Secretly Recorded Conversations  - The New York Times,Sheryl Gay Stolberg,2015-10-16
10065,Palestinians Burn Jewish Holy Site in West Bank as Clashes Kill 4 - The New York Times,Isabel Kershner,2015-10-16
10064,Nigeria President Escalates Campaign to Stem Corruption - The New York Times,Norimitsu Onishi,2015-10-16
10061,"Egg Donors Challenge Pay Rates, Saying They Shortchange Women - The New York Times",Tamar Lewin,2015-10-16
10057,"A New, Life-or-Death Approach to Funding Heart Research - The New York Times",Gina Kolata,2015-10-16
10059,Hungary Seals Border With Croatia in Migrant Crackdown - The New York Times,Rick Lyman,2015-10-16
10058,Pressure Grows on Merkel as Strain From Refugees Increases - The New York Times,Alison Smale,2015-10-16
10054,Afghan Plan to Expand Militia Raises Abuse Concerns - The New York Times,Mujib Mashal,2015-10-16
10056,What Could Raising Taxes on the 1% Do? Surprising Amounts - The New York Times,Patricia Cohen,2015-10-16
10055,Russia and Allies to Raise Guard at Borders With Afghanistan - The New York Times,Ivan Nechepurenko,2015-10-16
10060,Hillary Clinton Bets on Future With Spending Spree to Build Campaign Infrastructure - The New York Times,Nicholas Confessore,2015-10-16
10075,A Veterans of Foreign Wars Post in Denver Trades Beer for a Sun Salute - The New York Times,Dave Philipps,2015-10-17
10074,Indian Writers Return Awards to Protest Government Silence on Violence - The New York Times,David Barstow,2015-10-17
10073,"East Jerusalem, Bubbling Over With Despair - The New York Times",Jodi Rudoren,2015-10-17
10072,The Lonely Death of George Bell - The New York Times,N. R. Kleinfield,2015-10-17
10071,Now the Hardest Part: Making the Iran Deal Work - The New York Times,David E. Sanger,2015-10-17
10069,"Mayor de Blasio, Visiting Jerusalem, Hears From All Sides of Region’s Conflict - The New York Times",Michael M. Grynbaum,2015-10-17
10068,Anger Spreads With 5 Attacks on Israelis - The New York Times,Isabel Kershner,2015-10-17
10067,"East Jerusalem, Bubbling Over With Despair - The New York Times",Jodi Rudoren,2015-10-17
10066,The Lonely Death of George Bell - The New York Times,N. R. Kleinfield,2015-10-17
10070,"As Conflicts Flare Up, Leaders Fan Sectarian Flames in Middle East - The New York Times",Kareem Fahim,2015-10-17
10083,"Few in Venezuela Want Bolívars, but No One Can Spare a Dime - The New York Times",William Neuman,2015-10-18
10087,China’s Growth Slows to 6.9% - The New York Times,Neil Gough,2015-10-18
10085,"Air Force One, a Cherished Perk Awaiting an Upgrade  - The New York Times",Peter Baker,2015-10-18
10084,Tenants in New York Press the Record Button in a Dispute With the Landlord - The New York Times,Mireya Navarro,2015-10-18
10082,Open Doors and Lingering Pain at Charleston Church Where 9 Were Killed - The New York Times,Richard Fausset,2015-10-18
10079,Syrian Film Collective Offers View of Life Behind a Conflict - The New York Times,Melena Ryzik,2015-10-18
10080,Rwanda Aid Shows Reach and Limits of Clinton Foundation - The New York Times,Kevin Sack,2015-10-18
10076,Rwanda Aid Shows Reach and Limits of Clinton Foundation - The New York Times,Kevin Sack,2015-10-18
10078,"Qaeda Cell Leader Killed in Airstrike in Syria, Pentagon Says - The New York Times",Eric Schmitt,2015-10-18
10077,Flare-Up on Benghazi Committee as Hillary Clinton Testimony Nears - The New York Times,Michael S. Schmidt,2015-10-18
10081,Winter Poses New Danger for Migrants - The New York Times,Rick Lyman,2015-10-18
10086,Discordant Financial Messages From China Spur Global Unease - The New York Times,Neil Gough,2015-10-19
10088,Mistrial Is Declared in Dewey &amp LeBoeuf Case - The New York Times,Matthew Goldstein,2015-10-19
10089,U.S. Withholds $5 Million in Antidrug Aid to Mexico as Human Rights Rebuke - The New York Times,Elisabeth Malkin,2015-10-19
10090,Justin Trudeau and Liberal Party Prevail With Stunning Rout in Canada - The New York Times,Ian Austen,2015-10-19
10091,Top Issues in the Canadian Election - The New York Times,Ian Austen,2015-10-19
10101,Paul Ryan Says He’ll Run for Speaker if Republicans Unite - The New York Times,Jennifer Steinhauer,2015-10-20
10100,New York Police Officer Dies After Being Shot in East Harlem - The New York Times,Ashley Southall,2015-10-20
10099,U.S. Agrees With Russia on Rules in Syrian Sky - The New York Times,Neil MacFarquhar,2015-10-20
10097,"Justin Trudeau, Son of a Canadian Leader, Follows His Own Path to Power - The New York Times",Ian Austen,2015-10-20
10094,Fragile Baltimore Struggles to Heal After Deadly Police Encounter - The New York Times,Sheryl Gay Stolberg,2015-10-20
10095,Police Leaders Join Call to Cut Prison Rosters  - The New York Times,Timothy Williams,2015-10-20
10093,Hospital Attack Fueled by Units New to Kunduz  - The New York Times,Eric Schmitt,2015-10-20
10092,Paul Ryan Says He’ll Run for Speaker if Republicans Unite - The New York Times,Jennifer Steinhauer,2015-10-20
10096,"Riveting Retelling of ’78 Lufthansa Heist, but in Court, Not on Film - The New York Times",Stephanie Clifford,2015-10-20
10120,"Marco Rubio’s Ambition, and Sharp Elbows, Fueled His Rise in Tallahassee - The New York Times",Jeremy W. Peters,2015-10-21
10108,Takata and Honda Kept Quiet on Study That Questioned Airbag Propellant - The New York Times,Danielle Ivory,2015-10-21
10110,"Suspect in Fatal Shooting of New York Officer Was on the Run for Weeks, Officials Say - The New York Times",Al Baker,2015-10-21
10109,"Mets, Team of Big Shoulders, Sweep Cubs to Reach World Series - The New York Times",Tyler Kepner,2015-10-21
10107,Paul Ryan Wins Backing of Majority in Freedom Caucus for House Speaker - The New York Times,David M. Herszenhorn,2015-10-21
10103,"Your Wednesday Briefing: Joe Biden, Paul Ryan, New York Mets - The New York Times",Victoria Shannon,2015-10-21
10105,Bashar al-Assad Finds Chilly Embrace in Moscow Trip - The New York Times,Steven Lee Myers,2015-10-21
10104,Joe Biden Concludes There’s No Time for a 2016 Run - The New York Times,Peter Baker,2015-10-21
10102,Takata and Honda Kept Quiet on Study That Questioned Airbag Propellant - The New York Times,Danielle Ivory,2015-10-21
10098,Assad Makes Unannounced Trip to Moscow to Discuss Syria With Putin - The New York Times,Neil MacFarquhar,2015-10-21
10106,Pope Francis’ Plans for Inclusiveness Divide Bishops - The New York Times,Laurie Goodstein,2015-10-21
10119,Benghazi Panel Engages Clinton in Tense Session - The New York Times,Michael D. Shear,2015-10-22
10118,U.S. Is Debating Ways to Shield Syrian Civilians - The New York Times,Mark Mazzetti,2015-10-22
10117,U.S. Prosecutor to Drop Insider Trading Cases Against Seven - The New York Times,Matthew Goldstein,2015-10-22
10116,U.S. Soldier Dies in Raid to Free Prisoners of ISIS in Iraq - The New York Times,Michael R. Gordon,2015-10-22
10114,Paul Ryan Running for Speaker Job as Republicans Close Ranks - The New York Times,Jennifer Steinhauer,2015-10-22
10113,"Hillary Clinton Advisers Woo Biden Backers, but Resistance Lingers - The New York Times",Patrick Healy,2015-10-22
10112,Benghazi Battle May Be Key Hurdle to Libya Peace - The New York Times,David D. Kirkpatrick,2015-10-22
10111,Benghazi Panel Engages Clinton in Tense Session - The New York Times,Michael D. Shear,2015-10-22
